"V1" "V2" "V3" "V4"
"1" "C" "V" "C" "V"
"2" "-1" "-1" "C" "-1"
"3" "-1" "-1" "C" "-1"
"4" "-1" "-1" "C" "-1"
"5" "-1" "-1" "C" "-1"
"6" "-1" "-1" "C" "-1"
"7" "-1" "-1" "C" "-1"
"8" "-1" "-1" "C" "-1"
"9" "-1" "-1" "C" "-1"
"10" "-1" "-1" "C" "-1"
"11" "-1" "-1" "C" "-1"
"12" "-1" "-1" "C" "-1"
"13" "C" "-1" "C" "-1"
"14" "C" "-1" "C" "-1"
"15" "C" "-1" "C" "-1"
"16" "-1" "-1" "C" "-1"
"17" "-1" "-1" "C" "-1"
"18" "-1" "-1" "C" "-1"
"19" "-1" "-1" "C" "-1"
"20" "-1" "-1" "C" "-1"
"21" "-1" "-1" "C" "-1"
"22" "-1" "-1" "C" "-1"
"23" "-1" "-1" "C" "-1"
"24" "-1" "-1" "C" "-1"
"25" "-1" "-1" "C" "-1"
"26" "-1" "-1" "C" "-1"
"27" "-1" "-1" "C" "-1"
"28" "-1" "-1" "C" "-1"
"29" "-1" "-1" "C" "-1"
"30" "-1" "-1" "C" "-1"
"31" "-1" "-1" "C" "-1"
"32" "-1" "-1" "C" "-1"
"33" "C" "-1" "C" "-1"
"34" "C" "-1" "C" "-1"
"35" "C" "-1" "C" "-1"
"36" "C" "-1" "C" "-1"
"37" "C" "-1" "C" "-1"
"38" "C" "-1" "C" "-1"
"39" "C" "-1" "C" "-1"
"40" "C" "-1" "C" "-1"
"41" "C" "-1" "C" "-1"
"42" "C" "-1" "C" "-1"
"43" "C" "-1" "C" "-1"
"44" "C" "-1" "C" "-1"
"45" "C" "-1" "C" "-1"
"46" "C" "-1" "C" "-1"
"47" "C" "-1" "C" "-1"
"48" "C" "-1" "C" "-1"
"49" "C" "-1" "C" "-1"
"50" "C" "-1" "C" "-1"
"51" "-1" "-1" "C" "-1"
"52" "C" "-1" "C" "-1"
"53" "C" "-1" "C" "-1"
"54" "C" "-1" "C" "-1"
"55" "C" "-1" "C" "-1"
"56" "C" "-1" "C" "-1"
"57" "C" "-1" "C" "-1"
"58" "C" "-1" "C" "-1"
"59" "C" "-1" "C" "-1"
"60" "C" "-1" "C" "-1"
"61" "C" "-1" "C" "-1"
"62" "C" "-1" "C" "-1"
"63" "-1" "-1" "C" "-1"
"64" "C" "-1" "C" "-1"
"65" "C" "-1" "C" "-1"
"66" "C" "-1" "C" "-1"
"67" "C" "-1" "C" "-1"
"68" "C" "-1" "C" "-1"
"69" "-1" "-1" "C" "-1"
"70" "C" "-1" "C" "-1"
"71" "C" "-1" "C" "-1"
"72" "-1" "-1" "C" "-1"
"73" "-1" "-1" "C" "-1"
"74" "-1" "-1" "C" "-1"
"75" "-1" "-1" "C" "-1"
"76" "-1" "-1" "C" "-1"
"77" "-1" "-1" "C" "-1"
"78" "-1" "-1" "C" "-1"
"79" "-1" "-1" "C" "-1"
"80" "-1" "-1" "C" "-1"
"81" "-1" "-1" "C" "-1"
"82" "-1" "-1" "C" "-1"
"83" "-1" "-1" "C" "-1"
"84" "-1" "-1" "C" "-1"
"85" "-1" "-1" "C" "-1"
"86" "-1" "-1" "C" "-1"
"87" "-1" "-1" "C" "-1"
"88" "-1" "-1" "C" "-1"
"89" "-1" "-1" "C" "-1"
"90" "-1" "-1" "C" "-1"
"91" "-1" "-1" "C" "-1"
"92" "-1" "-1" "C" "-1"
"93" "-1" "-1" "C" "-1"
