"V1" "V2" "V3" "V4"
"1" "C" "V" "C" "V"
"2" "C" "V" "-1" "-1"
"3" "C" "V" "-1" "-1"
"4" "C" "V" "-1" "-1"
"5" "C" "V" "-1" "-1"
"6" "C" "V" "-1" "-1"
"7" "C" "V" "-1" "-1"
"8" "C" "V" "-1" "-1"
"9" "C" "V" "-1" "-1"
"10" "C" "V" "-1" "-1"
"11" "C" "V" "-1" "-1"
"12" "C" "V" "C" "V"
"13" "C" "V" "C" "V"
"14" "C" "V" "C" "V"
"15" "C" "V" "-1" "-1"
"16" "C" "V" "-1" "-1"
"17" "C" "V" "-1" "-1"
"18" "C" "V" "-1" "-1"
"19" "C" "V" "-1" "-1"
"20" "C" "V" "-1" "-1"
"21" "C" "V" "-1" "-1"
"22" "C" "V" "-1" "-1"
"23" "C" "V" "-1" "-1"
"24" "C" "V" "-1" "-1"
"25" "C" "V" "-1" "-1"
"26" "C" "V" "-1" "-1"
"27" "C" "V" "-1" "-1"
"28" "C" "V" "-1" "-1"
"29" "C" "V" "-1" "-1"
"30" "C" "V" "-1" "-1"
"31" "C" "V" "-1" "-1"
"32" "C" "V" "-1" "-1"
"33" "C" "V" "-1" "-1"
"34" "C" "V" "-1" "-1"
"35" "C" "V" "-1" "-1"
"36" "C" "V" "-1" "-1"
"37" "C" "V" "-1" "-1"
"38" "C" "V" "-1" "-1"
"39" "C" "V" "-1" "-1"
"40" "C" "V" "-1" "-1"
"41" "C" "V" "-1" "-1"
"42" "C" "V" "-1" "-1"
"43" "C" "V" "-1" "-1"
"44" "C" "V" "-1" "-1"
"45" "C" "V" "-1" "-1"
"46" "C" "V" "-1" "-1"
"47" "C" "V" "-1" "-1"
"48" "C" "V" "-1" "-1"
"49" "C" "V" "-1" "-1"
"50" "C" "V" "-1" "-1"
"51" "C" "V" "-1" "-1"
"52" "C" "V" "-1" "-1"
"53" "C" "V" "-1" "-1"
"54" "C" "V" "-1" "-1"
"55" "C" "V" "-1" "-1"
"56" "C" "V" "-1" "-1"
"57" "C" "V" "-1" "-1"
"58" "C" "V" "-1" "-1"
"59" "C" "V" "-1" "-1"
"60" "C" "V" "-1" "-1"
"61" "C" "V" "-1" "-1"
"62" "C" "V" "-1" "-1"
"63" "C" "V" "-1" "-1"
"64" "C" "V" "-1" "-1"
"65" "C" "V" "-1" "-1"
"66" "C" "V" "-1" "-1"
"67" "C" "V" "-1" "-1"
"68" "C" "V" "-1" "-1"
"69" "C" "V" "-1" "-1"
"70" "C" "V" "-1" "-1"
"71" "C" "V" "-1" "-1"
"72" "C" "V" "-1" "-1"
"73" "C" "V" "-1" "-1"
"74" "C" "V" "-1" "-1"
"75" "C" "V" "-1" "-1"
"76" "C" "V" "-1" "-1"
"77" "C" "V" "-1" "-1"
"78" "C" "V" "-1" "-1"
"79" "C" "V" "-1" "-1"
"80" "C" "V" "-1" "-1"
"81" "C" "V" "-1" "-1"
"82" "C" "V" "-1" "-1"
"83" "C" "V" "-1" "-1"
"84" "C" "V" "-1" "-1"
"85" "C" "V" "-1" "-1"
"86" "C" "V" "-1" "-1"
"87" "C" "V" "-1" "-1"
"88" "C" "V" "-1" "-1"
"89" "C" "V" "-1" "-1"
"90" "C" "V" "-1" "-1"
"91" "C" "V" "-1" "-1"
"92" "C" "V" "-1" "-1"
"93" "C" "V" "-1" "-1"
"94" "C" "V" "-1" "-1"
"95" "C" "V" "-1" "-1"
"96" "C" "V" "-1" "-1"
