"V1" "V2" "V3" "V4"
"1" "C" "V" "-1" "V"
"2" "C" "V" "-1" "V"
"3" "C" "V" "-1" "V"
"4" "C" "V" "-1" "V"
"5" "C" "V" "-1" "V"
"6" "C" "V" "-1" "V"
"7" "C" "V" "-1" "V"
"8" "C" "V" "-1" "V"
"9" "C" "V" "-1" "V"
"10" "C" "V" "-1" "V"
"11" "C" "V" "-1" "V"
"12" "C" "V" "-1" "V"
"13" "C" "V" "-1" "V"
"14" "C" "V" "-1" "V"
"15" "C" "V" "-1" "V"
"16" "C" "V" "-1" "V"
"17" "C" "V" "-1" "V"
"18" "C" "V" "-1" "V"
"19" "C" "V" "-1" "V"
"20" "C" "V" "-1" "V"
"21" "C" "V" "-1" "V"
"22" "C" "V" "-1" "V"
"23" "C" "V" "-1" "V"
"24" "C" "V" "-1" "V"
"25" "C" "V" "-1" "V"
"26" "C" "V" "-1" "V"
"27" "C" "V" "-1" "V"
"28" "C" "V" "-1" "V"
"29" "C" "V" "-1" "V"
"30" "C" "V" "-1" "V"
"31" "C" "V" "-1" "V"
"32" "C" "V" "-1" "V"
"33" "C" "V" "-1" "V"
"34" "C" "V" "-1" "V"
"35" "C" "V" "-1" "V"
"36" "C" "V" "-1" "V"
"37" "C" "V" "-1" "V"
"38" "C" "V" "-1" "V"
"39" "C" "V" "-1" "V"
"40" "C" "V" "-1" "V"
"41" "C" "V" "-1" "V"
"42" "C" "V" "-1" "V"
"43" "C" "V" "-1" "V"
"44" "C" "V" "-1" "V"
"45" "C" "V" "-1" "V"
"46" "C" "V" "-1" "V"
"47" "C" "V" "-1" "V"
"48" "C" "V" "-1" "V"
"49" "C" "V" "-1" "V"
"50" "C" "V" "-1" "V"
"51" "C" "V" "-1" "V"
"52" "C" "V" "-1" "V"
"53" "C" "V" "-1" "V"
"54" "C" "V" "-1" "V"
"55" "C" "V" "-1" "V"
"56" "C" "V" "-1" "V"
"57" "C" "V" "-1" "V"
"58" "C" "V" "-1" "V"
"59" "C" "V" "-1" "V"
"60" "C" "V" "-1" "V"
"61" "C" "V" "-1" "V"
"62" "C" "V" "-1" "V"
"63" "C" "V" "-1" "V"
"64" "C" "V" "-1" "V"
"65" "C" "V" "-1" "V"
"66" "C" "V" "-1" "V"
"67" "C" "V" "-1" "V"
"68" "C" "V" "-1" "V"
"69" "C" "V" "-1" "V"
"70" "C" "V" "-1" "V"
"71" "C" "V" "-1" "V"
"72" "C" "V" "-1" "V"
"73" "C" "V" "-1" "V"
"74" "C" "V" "-1" "V"
"75" "C" "V" "-1" "V"
"76" "C" "V" "-1" "V"
"77" "C" "V" "-1" "V"
"78" "C" "V" "-1" "V"
"79" "C" "V" "-1" "V"
"80" "C" "V" "-1" "V"
"81" "C" "V" "-1" "V"
"82" "C" "V" "-1" "V"
"83" "C" "V" "-1" "V"
"84" "C" "V" "-1" "V"
"85" "C" "V" "-1" "V"
"86" "C" "V" "C" "V"
"87" "C" "V" "-1" "V"
"88" "C" "V" "-1" "V"
"89" "C" "V" "-1" "V"
"90" "C" "V" "-1" "V"
"91" "C" "V" "-1" "V"
"92" "C" "V" "-1" "V"
"93" "C" "V" "-1" "V"
"94" "C" "V" "-1" "V"
"95" "C" "V" "-1" "V"
"96" "C" "V" "-1" "V"
