"V1" "V2" "V3" "V4"
"1" "C" "V" "C" "V"
"2" "C" "V" "-1" "-1"
"3" "C" "V" "-1" "-1"
"4" "C" "V" "-1" "V"
"5" "C" "V" "-1" "V"
"6" "C" "V" "-1" "-1"
"7" "C" "V" "-1" "-1"
"8" "C" "V" "-1" "-1"
"9" "-1" "-1" "-1" "-1"
"10" "C" "V" "-1" "-1"
"11" "C" "V" "-1" "-1"
"12" "C" "V" "-1" "-1"
"13" "C" "V" "-1" "-1"
"14" "C" "V" "-1" "-1"
"15" "C" "V" "-1" "-1"
"16" "C" "V" "-1" "-1"
"17" "C" "V" "-1" "-1"
"18" "C" "V" "-1" "-1"
"19" "C" "V" "-1" "-1"
"20" "C" "V" "-1" "-1"
"21" "C" "V" "-1" "-1"
"22" "C" "V" "-1" "-1"
"23" "C" "V" "-1" "-1"
"24" "C" "V" "-1" "-1"
"25" "C" "V" "-1" "-1"
"26" "C" "V" "-1" "-1"
"27" "C" "V" "-1" "-1"
"28" "C" "V" "-1" "-1"
"29" "C" "V" "-1" "-1"
"30" "C" "V" "-1" "-1"
"31" "C" "V" "-1" "-1"
"32" "C" "V" "-1" "-1"
"33" "C" "V" "-1" "-1"
"34" "C" "V" "-1" "-1"
"35" "C" "V" "-1" "-1"
"36" "C" "V" "-1" "-1"
"37" "C" "V" "-1" "-1"
"38" "C" "V" "-1" "-1"
"39" "C" "V" "-1" "-1"
"40" "C" "V" "-1" "-1"
"41" "C" "V" "-1" "-1"
"42" "C" "V" "-1" "-1"
"43" "C" "V" "-1" "-1"
"44" "C" "V" "-1" "-1"
"45" "C" "V" "-1" "-1"
"46" "C" "V" "-1" "-1"
"47" "C" "V" "-1" "-1"
"48" "C" "V" "-1" "-1"
"49" "C" "V" "-1" "-1"
"50" "C" "V" "-1" "-1"
"51" "C" "V" "-1" "-1"
"52" "C" "V" "-1" "-1"
"53" "C" "V" "-1" "-1"
"54" "C" "V" "-1" "-1"
"55" "C" "-1" "C" "V"
"56" "C" "-1" "C" "V"
"57" "C" "-1" "C" "V"
"58" "C" "-1" "C" "V"
"59" "C" "-1" "C" "V"
"60" "C" "-1" "C" "V"
"61" "C" "-1" "C" "V"
"62" "C" "-1" "C" "V"
