"V1" "V2" "V3" "V4"
"1" "-1" "V" "C" "V"
"2" "-1" "-1" "C" "V"
"3" "-1" "-1" "C" "V"
"4" "-1" "-1" "C" "V"
"5" "-1" "-1" "C" "V"
"6" "-1" "-1" "C" "V"
"7" "-1" "-1" "C" "V"
"8" "C" "V" "C" "V"
"9" "C" "V" "C" "V"
"10" "-1" "-1" "C" "V"
"11" "C" "V" "C" "V"
"12" "C" "V" "C" "V"
"13" "-1" "-1" "C" "V"
"14" "-1" "-1" "C" "V"
"15" "-1" "-1" "C" "V"
"16" "-1" "-1" "C" "V"
"17" "-1" "-1" "C" "V"
"18" "-1" "-1" "C" "V"
"19" "-1" "-1" "C" "V"
"20" "C" "V" "C" "V"
"21" "-1" "-1" "C" "V"
"22" "-1" "-1" "C" "V"
"23" "-1" "-1" "C" "V"
"24" "C" "-1" "C" "V"
"25" "C" "V" "C" "V"
"26" "C" "V" "C" "V"
"27" "-1" "-1" "C" "V"
"28" "-1" "-1" "C" "V"
"29" "C" "-1" "C" "V"
"30" "-1" "-1" "C" "V"
"31" "-1" "-1" "C" "V"
"32" "-1" "-1" "C" "V"
"33" "-1" "-1" "C" "V"
"34" "C" "-1" "C" "V"
"35" "C" "-1" "C" "V"
"36" "C" "-1" "C" "V"
"37" "C" "-1" "C" "V"
"38" "C" "-1" "C" "V"
"39" "C" "-1" "C" "V"
"40" "C" "-1" "C" "V"
"41" "C" "-1" "C" "V"
"42" "C" "-1" "C" "V"
"43" "C" "-1" "C" "V"
"44" "C" "-1" "C" "V"
"45" "C" "-1" "C" "V"
"46" "C" "-1" "C" "V"
"47" "C" "-1" "C" "V"
"48" "C" "-1" "C" "V"
"49" "C" "-1" "C" "V"
"50" "C" "-1" "C" "V"
"51" "C" "-1" "C" "V"
"52" "C" "-1" "C" "V"
"53" "C" "-1" "C" "V"
"54" "C" "-1" "C" "V"
"55" "C" "-1" "C" "V"
"56" "C" "-1" "C" "V"
"57" "C" "-1" "C" "V"
"58" "C" "-1" "C" "V"
"59" "C" "-1" "C" "V"
"60" "C" "-1" "C" "V"
"61" "C" "-1" "C" "V"
"62" "C" "-1" "C" "V"
"63" "C" "-1" "C" "V"
"64" "C" "-1" "C" "V"
"65" "C" "-1" "C" "V"
"66" "C" "-1" "C" "V"
"67" "C" "-1" "C" "V"
"68" "C" "-1" "C" "V"
"69" "C" "-1" "C" "V"
"70" "C" "-1" "C" "V"
"71" "C" "-1" "C" "V"
"72" "C" "-1" "C" "V"
"73" "C" "-1" "C" "V"
"74" "C" "-1" "C" "V"
"75" "C" "-1" "C" "V"
"76" "C" "-1" "C" "V"
"77" "C" "-1" "C" "V"
"78" "C" "-1" "C" "V"
"79" "C" "-1" "C" "V"
"80" "C" "-1" "C" "V"
"81" "C" "-1" "C" "V"
"82" "C" "-1" "C" "V"
"83" "C" "-1" "C" "V"
"84" "C" "-1" "C" "V"
"85" "C" "-1" "C" "V"
"86" "-1" "V" "C" "V"
"87" "C" "-1" "C" "V"
"88" "C" "-1" "C" "V"
